segment,duration,loudness_max,pitches,pitch1,pitch2,pitch3,pitch4,pitch5,pitch6,pitch7,pitch8,pitch9,pitch10,pitch11,pitch12
673,0.37188,-11.899,"[0.119, 0.079, 0.374, 0.151, 0.178, 0.269, 0.116, 1.0, 0.325, 0.444, 0.084, 0.116]",0.119,0.079,0.374,0.151,0.178,0.269,0.116,1.0,0.325,0.444,0.084,0.116
674,0.15678,-15.343,"[0.447, 0.708, 0.822, 0.251, 0.358, 1.0, 0.946, 0.603, 0.143, 0.252, 0.105, 0.099]",0.447,0.708,0.822,0.251,0.358,1.0,0.946,0.603,0.143,0.252,0.105,0.099
675,0.19156,-12.065,"[0.204, 0.232, 0.519, 0.121, 0.141, 1.0, 0.735, 0.728, 0.223, 0.245, 0.196, 0.087]",0.204,0.232,0.519,0.121,0.141,1.0,0.735,0.728,0.223,0.245,0.196,0.087
676,0.16222,-13.218,"[0.059, 0.201, 0.803, 0.108, 0.147, 0.31, 0.403, 1.0, 0.09, 0.136, 0.228, 0.239]",0.059,0.201,0.803,0.108,0.147,0.31,0.403,1.0,0.09,0.136,0.228,0.239
677,0.1751,-12.432,"[0.064, 0.216, 1.0, 0.148, 0.078, 0.356, 0.24, 0.728, 0.283, 0.087, 0.145, 0.189]",0.064,0.216,1.0,0.148,0.078,0.356,0.24,0.728,0.283,0.087,0.145,0.189
678,0.34617,-11.739,"[0.094, 0.252, 1.0, 0.164, 0.088, 0.313, 0.611, 0.75, 0.401, 0.159, 0.267, 0.195]",0.094,0.252,1.0,0.164,0.088,0.313,0.611,0.75,0.401,0.159,0.267,0.195
679,0.59909,-9.319,"[0.52, 0.209, 0.479, 0.197, 0.417, 0.295, 0.387, 0.832, 0.551, 1.0, 0.275, 0.169]",0.52,0.209,0.479,0.197,0.417,0.295,0.387,0.832,0.551,1.0,0.275,0.169
680,0.55161,-9.014,"[0.319, 0.221, 0.79, 0.176, 0.464, 0.68, 0.33, 0.81, 0.271, 0.959, 1.0, 0.17]",0.319,0.221,0.79,0.176,0.464,0.68,0.33,0.81,0.271,0.959,1.0,0.17
681,0.80694,-10.645,"[0.94, 0.124, 0.264, 0.167, 0.309, 0.209, 0.495, 1.0, 0.132, 0.144, 0.199, 0.388]",0.94,0.124,0.264,0.167,0.309,0.209,0.495,1.0,0.132,0.144,0.199,0.388
682,1.06168,-9.14,"[1.0, 0.122, 0.069, 0.094, 0.317, 0.108, 0.248, 0.734, 0.17, 0.093, 0.105, 0.145]",1.0,0.122,0.069,0.094,0.317,0.108,0.248,0.734,0.17,0.093,0.105,0.145
683,0.31551,-12.705,"[1.0, 0.207, 0.205, 0.127, 0.465, 0.124, 0.154, 0.642, 0.168, 0.101, 0.07, 0.179]",1.0,0.207,0.205,0.127,0.465,0.124,0.154,0.642,0.168,0.101,0.07,0.179
684,0.19025,-13.165,"[1.0, 0.139, 0.099, 0.063, 0.243, 0.17, 0.199, 0.555, 0.183, 0.212, 0.134, 0.296]",1.0,0.139,0.099,0.063,0.243,0.17,0.199,0.555,0.183,0.212,0.134,0.296
685,0.33075,-9.477,"[0.176, 0.117, 0.435, 0.079, 0.203, 0.409, 0.2, 0.148, 0.136, 1.0, 0.164, 0.088]",0.176,0.117,0.435,0.079,0.203,0.409,0.2,0.148,0.136,1.0,0.164,0.088
686,0.1337,-9.664,"[0.383, 0.192, 0.247, 0.136, 0.892, 1.0, 0.184, 0.159, 0.187, 0.2, 0.093, 0.159]",0.383,0.192,0.247,0.136,0.892,1.0,0.184,0.159,0.187,0.2,0.093,0.159
687,0.30757,-9.068,"[0.571, 0.095, 0.096, 0.088, 1.0, 0.638, 0.119, 0.097, 0.242, 0.365, 0.083, 0.492]",0.571,0.095,0.096,0.088,1.0,0.638,0.119,0.097,0.242,0.365,0.083,0.492
688,1.15488,-7.021,"[0.458, 0.072, 0.04, 0.055, 0.106, 1.0, 0.118, 0.069, 0.049, 0.22, 0.058, 0.089]",0.458,0.072,0.04,0.055,0.106,1.0,0.118,0.069,0.049,0.22,0.058,0.089
689,0.63247,-7.041,"[0.415, 0.075, 0.033, 0.046, 0.158, 1.0, 0.112, 0.065, 0.067, 0.343, 0.064, 0.133]",0.415,0.075,0.033,0.046,0.158,1.0,0.112,0.065,0.067,0.343,0.064,0.133
690,0.26735,-13.705,"[0.953, 0.27, 0.221, 0.281, 0.446, 1.0, 0.262, 0.271, 0.186, 0.225, 0.156, 0.519]",0.953,0.27,0.221,0.281,0.446,1.0,0.262,0.271,0.186,0.225,0.156,0.519
691,0.92317,-8.465,"[0.53, 0.2, 0.104, 0.297, 0.46, 1.0, 0.249, 0.246, 0.249, 0.801, 0.204, 0.24]",0.53,0.2,0.104,0.297,0.46,1.0,0.249,0.246,0.249,0.801,0.204,0.24
692,0.18576,-11.299,"[0.715, 0.239, 0.202, 0.204, 0.21, 0.536, 0.14, 1.0, 0.52, 0.447, 0.217, 0.184]",0.715,0.239,0.202,0.204,0.21,0.536,0.14,1.0,0.52,0.447,0.217,0.184
693,0.65596,-9.233,"[0.475, 0.205, 0.096, 0.435, 0.456, 1.0, 0.492, 0.312, 0.317, 0.742, 0.183, 0.218]",0.475,0.205,0.096,0.435,0.456,1.0,0.492,0.312,0.317,0.742,0.183,0.218
694,0.59787,-10.856,"[0.244, 0.092, 0.121, 0.187, 0.204, 1.0, 0.313, 0.241, 0.119, 0.25, 0.066, 0.07]",0.244,0.092,0.121,0.187,0.204,1.0,0.313,0.241,0.119,0.25,0.066,0.07
695,0.31365,-12.298,"[0.278, 0.076, 0.276, 0.075, 0.107, 1.0, 0.171, 0.189, 0.079, 0.203, 0.331, 0.068]",0.278,0.076,0.276,0.075,0.107,1.0,0.171,0.189,0.079,0.203,0.331,0.068
696,1.09111,-11.462,"[0.362, 0.099, 0.426, 0.072, 0.251, 1.0, 0.187, 0.12, 0.121, 0.206, 0.432, 0.172]",0.362,0.099,0.426,0.072,0.251,1.0,0.187,0.12,0.121,0.206,0.432,0.172
697,0.11569,-13.453,"[0.307, 0.053, 0.224, 0.098, 0.312, 1.0, 0.194, 0.116, 0.069, 0.188, 0.496, 0.165]",0.307,0.053,0.224,0.098,0.312,1.0,0.194,0.116,0.069,0.188,0.496,0.165
698,0.13964,-12.597,"[0.355, 0.048, 0.205, 0.042, 0.221, 1.0, 0.139, 0.07, 0.062, 0.124, 0.48, 0.133]",0.355,0.048,0.205,0.042,0.221,1.0,0.139,0.07,0.062,0.124,0.48,0.133
699,0.30222,-12.972,"[0.273, 0.044, 0.182, 0.049, 0.193, 1.0, 0.143, 0.081, 0.079, 0.178, 0.268, 0.08]",0.273,0.044,0.182,0.049,0.193,1.0,0.143,0.081,0.079,0.178,0.268,0.08
700,0.25515,-16.296,"[0.253, 0.27, 1.0, 0.207, 0.18, 0.767, 0.203, 0.111, 0.087, 0.248, 0.6, 0.127]",0.253,0.27,1.0,0.207,0.18,0.767,0.203,0.111,0.087,0.248,0.6,0.127
701,0.14558,-17.729,"[0.252, 0.398, 1.0, 0.162, 0.196, 0.406, 0.16, 0.435, 0.113, 0.127, 0.304, 0.204]",0.252,0.398,1.0,0.162,0.196,0.406,0.16,0.435,0.113,0.127,0.304,0.204
702,0.49896,-14.97,"[0.128, 0.145, 0.715, 0.152, 0.272, 0.414, 0.248, 0.62, 0.309, 1.0, 0.239, 0.147]",0.128,0.145,0.715,0.152,0.272,0.414,0.248,0.62,0.309,1.0,0.239,0.147
703,0.56916,-12.645,"[0.068, 0.047, 0.396, 0.079, 0.136, 0.289, 0.125, 0.682, 0.305, 0.731, 1.0, 0.133]",0.068,0.047,0.396,0.079,0.136,0.289,0.125,0.682,0.305,0.731,1.0,0.133
704,0.59701,-14.226,"[0.056, 0.025, 0.179, 0.069, 0.141, 0.321, 0.321, 1.0, 0.465, 0.724, 0.36, 0.043]",0.056,0.025,0.179,0.069,0.141,0.321,0.321,1.0,0.465,0.724,0.36,0.043
705,0.38862,-15.291,"[0.026, 0.02, 0.109, 0.028, 0.042, 0.095, 0.474, 1.0, 0.223, 0.356, 0.17, 0.018]",0.026,0.02,0.109,0.028,0.042,0.095,0.474,1.0,0.223,0.356,0.17,0.018
706,0.37914,-18.189,"[0.059, 0.152, 0.36, 0.104, 0.071, 0.234, 1.0, 0.78, 0.203, 0.444, 0.338, 0.041]",0.059,0.152,0.36,0.104,0.071,0.234,1.0,0.78,0.203,0.444,0.338,0.041
707,0.12676,-19.698,"[0.038, 0.084, 0.047, 0.013, 0.018, 0.103, 1.0, 0.182, 0.076, 0.045, 0.052, 0.008]",0.038,0.084,0.047,0.013,0.018,0.103,1.0,0.182,0.076,0.045,0.052,0.008
708,0.37755,-19.97,"[0.05, 0.028, 0.113, 0.07, 0.257, 0.316, 1.0, 0.376, 0.072, 0.16, 0.078, 0.011]",0.05,0.028,0.113,0.07,0.257,0.316,1.0,0.376,0.072,0.16,0.078,0.011
709,0.6912,-19.002,"[0.049, 0.021, 0.102, 0.094, 0.253, 0.293, 0.614, 1.0, 0.397, 0.166, 0.056, 0.013]",0.049,0.021,0.102,0.094,0.253,0.293,0.614,1.0,0.397,0.166,0.056,0.013
710,0.30698,-19.351,"[0.021, 0.014, 0.041, 0.029, 0.121, 0.121, 0.149, 0.393, 0.313, 1.0, 0.058, 0.007]",0.021,0.014,0.041,0.029,0.121,0.121,0.149,0.393,0.313,1.0,0.058,0.007
711,0.58082,-17.525,"[0.012, 0.009, 0.016, 0.017, 0.076, 0.09, 0.169, 0.25, 0.235, 1.0, 0.07, 0.006]",0.012,0.009,0.016,0.017,0.076,0.09,0.169,0.25,0.235,1.0,0.07,0.006
712,0.13796,-21.8,"[0.009, 0.011, 0.014, 0.035, 0.08, 0.235, 0.259, 0.264, 0.311, 1.0, 0.46, 0.011]",0.009,0.011,0.014,0.035,0.08,0.235,0.259,0.264,0.311,1.0,0.46,0.011
713,0.70308,-21.553,"[0.005, 0.008, 0.013, 0.03, 0.075, 0.12, 0.267, 0.296, 0.244, 1.0, 0.176, 0.008]",0.005,0.008,0.013,0.03,0.075,0.12,0.267,0.296,0.244,1.0,0.176,0.008
714,0.09846,-26.551,"[0.005, 0.01, 0.014, 0.042, 0.054, 0.038, 0.111, 0.087, 0.349, 1.0, 0.228, 0.013]",0.005,0.01,0.014,0.042,0.054,0.038,0.111,0.087,0.349,1.0,0.228,0.013
715,0.23243,-27.436,"[0.008, 0.01, 0.015, 0.035, 0.086, 0.123, 0.289, 0.42, 0.46, 1.0, 0.145, 0.01]",0.008,0.01,0.015,0.035,0.086,0.123,0.289,0.42,0.46,1.0,0.145,0.01
716,0.17973,-30.031,"[0.009, 0.009, 0.02, 0.025, 0.089, 0.14, 0.22, 0.282, 0.43, 1.0, 0.428, 0.01]",0.009,0.009,0.02,0.025,0.089,0.14,0.22,0.282,0.43,1.0,0.428,0.01
717,0.30857,-29.516,"[0.005, 0.006, 0.01, 0.022, 0.058, 0.09, 0.148, 0.173, 0.164, 1.0, 0.203, 0.008]",0.005,0.006,0.01,0.022,0.058,0.09,0.148,0.173,0.164,1.0,0.203,0.008
718,0.17946,-30.913,"[0.006, 0.008, 0.01, 0.057, 0.054, 0.081, 0.151, 0.199, 0.139, 1.0, 0.311, 0.007]",0.006,0.008,0.01,0.057,0.054,0.081,0.151,0.199,0.139,1.0,0.311,0.007
719,0.32594,-31.303,"[0.004, 0.006, 0.011, 0.022, 0.063, 0.081, 0.104, 0.19, 0.154, 1.0, 0.182, 0.004]",0.004,0.006,0.011,0.022,0.063,0.081,0.104,0.19,0.154,1.0,0.182,0.004
720,0.279,-35.399,"[0.006, 0.009, 0.017, 0.038, 0.06, 0.093, 0.13, 0.149, 0.163, 1.0, 0.123, 0.009]",0.006,0.009,0.017,0.038,0.06,0.093,0.13,0.149,0.163,1.0,0.123,0.009
721,0.38757,-38.761,"[0.006, 0.01, 0.017, 0.046, 0.077, 0.121, 0.114, 0.198, 0.284, 1.0, 0.315, 0.009]",0.006,0.01,0.017,0.046,0.077,0.121,0.114,0.198,0.284,1.0,0.315,0.009
722,0.39501,-40.514,"[0.011, 0.015, 0.03, 0.07, 0.129, 0.25, 0.316, 0.289, 0.383, 1.0, 0.461, 0.015]",0.011,0.015,0.03,0.07,0.129,0.25,0.316,0.289,0.383,1.0,0.461,0.015
723,0.11011,-45.098,"[0.013, 0.017, 0.032, 0.1, 0.138, 0.14, 0.193, 0.304, 0.197, 1.0, 0.923, 0.018]",0.013,0.017,0.032,0.1,0.138,0.14,0.193,0.304,0.197,1.0,0.923,0.018
724,0.60372,-41.929,"[0.01, 0.013, 0.026, 0.051, 0.087, 0.154, 0.204, 0.348, 0.285, 1.0, 0.353, 0.013]",0.01,0.013,0.026,0.051,0.087,0.154,0.204,0.348,0.285,1.0,0.353,0.013
725,0.1502,-47.725,"[0.013, 0.012, 0.014, 0.038, 0.075, 0.331, 0.162, 0.142, 0.281, 1.0, 0.248, 0.01]",0.013,0.012,0.014,0.038,0.075,0.331,0.162,0.142,0.281,1.0,0.248,0.01
726,0.13832,-47.942,"[0.006, 0.006, 0.008, 0.019, 0.033, 0.044, 0.042, 0.055, 0.084, 1.0, 0.196, 0.004]",0.006,0.006,0.008,0.019,0.033,0.044,0.042,0.055,0.084,1.0,0.196,0.004
